network,link,ep_start,ep_end,t_star,ens_delta,duan_delta,inc_delta
TSMO,110+04384,2022-05-24 08:35:00,2022-05-24 08:45:00,2022-05-24 08:40:00,5,,
TSMO,110+04384,2022-05-27 12:35:00,2022-05-27 13:00:00,2022-05-27 14:35:00,-95,,
TSMO,110+04384,2022-05-31 17:25:00,2022-05-31 17:55:00,2022-05-31 18:10:00,-15,,
TSMO,110+04384,2022-06-06 07:45:00,2022-06-06 09:10:00,2022-06-06 09:15:00,-5,-65.0,
TSMO,110+04384,2022-06-15 17:35:00,2022-06-15 18:00:00,2022-06-15 18:10:00,-10,,
TSMO,110+04384,2022-06-27 09:05:00,2022-06-27 09:15:00,2022-06-27 09:20:00,-5,,
TSMO,110+04384,2022-06-27 19:55:00,2022-06-27 20:05:00,2022-06-27 20:00:00,5,,
TSMO,110+04384,2022-06-28 19:35:00,2022-06-28 19:45:00,2022-06-28 19:40:00,5,,
TSMO,110+04384,2022-06-30 19:40:00,2022-06-30 20:00:00,2022-06-30 19:50:00,10,,
TSMO,110+04384,2022-07-04 11:45:00,2022-07-04 12:00:00,2022-07-04 11:50:00,10,,
TSMO,110+04384,2022-07-05 16:40:00,2022-07-05 17:10:00,2022-07-05 17:20:00,-10,,
TSMO,110+04384,2022-07-13 10:40:00,2022-07-13 11:00:00,2022-07-13 11:00:00,0,,
TSMO,110+04384,2022-07-14 07:40:00,2022-07-14 08:30:00,2022-07-14 09:15:00,-45,-70.0,
TSMO,110+04384,2022-07-18 16:35:00,2022-07-18 17:10:00,2022-07-18 18:15:00,-65,,
TSMO,110+04384,2022-07-19 10:00:00,2022-07-19 10:15:00,2022-07-19 10:45:00,-30,,
TSMO,110+04384,2022-07-19 17:55:00,2022-07-19 18:30:00,2022-07-19 18:35:00,-5,-5.0,
TSMO,110+04384,2022-08-04 17:25:00,2022-08-04 18:05:00,2022-08-04 18:50:00,-45,,
TSMO,110+04384,2022-08-05 17:20:00,2022-08-05 17:50:00,2022-08-05 17:55:00,-5,,
TSMO,110+04384,2022-08-17 17:40:00,2022-08-17 18:20:00,2022-08-17 18:50:00,-30,-55.0,
TSMO,110+04384,2022-08-18 17:25:00,2022-08-18 18:00:00,2022-08-18 18:20:00,-20,-20.0,
TSMO,110+04384,2022-08-24 16:00:00,2022-08-24 16:10:00,2022-08-24 16:20:00,-10,,
TSMO,110+04384,2022-08-24 17:25:00,2022-08-24 17:50:00,2022-08-24 18:05:00,-15,,
TSMO,110+04384,2022-08-30 17:05:00,2022-08-30 18:40:00,2022-08-30 19:10:00,-30,-90.0,
TSMO,110+04384,2022-09-06 06:55:00,2022-09-06 08:05:00,2022-09-06 09:20:00,-75,,
TSMO,110+04384,2022-09-12 17:35:00,2022-09-12 18:25:00,2022-09-12 18:50:00,-25,,
TSMO,110+04384,2022-09-27 10:45:00,2022-09-27 10:55:00,2022-09-27 10:50:00,5,,
TSMO,110+04384,2022-10-04 10:35:00,2022-10-04 11:05:00,2022-10-04 11:35:00,-30,-30.0,
TSMO,110+04384,2022-10-04 16:50:00,2022-10-04 18:00:00,2022-10-04 19:40:00,-100,-75.0,
TSMO,110+04384,2022-10-07 19:05:00,2022-10-07 19:15:00,2022-10-07 19:10:00,5,,
TSMO,110+04384,2022-10-13 14:20:00,2022-10-13 15:20:00,2022-10-13 15:25:00,-5,-15.0,
TSMO,110+04384,2022-10-31 10:05:00,2022-10-31 10:20:00,2022-10-31 10:40:00,-20,,
TSMO,110+04384,2022-10-31 16:30:00,2022-10-31 17:35:00,2022-10-31 20:05:00,-150,,
TSMO,110+04384,2022-11-02 06:05:00,2022-11-02 06:15:00,2022-11-02 06:30:00,-15,,
TSMO,110+04384,2022-11-03 07:20:00,2022-11-03 07:35:00,2022-11-03 07:25:00,10,,
TSMO,110+04384,2022-11-08 09:10:00,2022-11-08 11:00:00,2022-11-08 09:55:00,65,65.0,65.0
TSMO,110+04384,2022-11-16 18:15:00,2022-11-16 18:40:00,2022-11-16 19:20:00,-40,,
TSMO,110+04384,2022-11-18 17:40:00,2022-11-18 18:05:00,2022-11-18 19:00:00,-55,,
TSMO,110+04384,2022-11-23 18:25:00,2022-11-23 18:35:00,2022-11-23 18:50:00,-15,,
TSMO,110+04384,2022-11-30 16:35:00,2022-11-30 17:15:00,2022-11-30 18:40:00,-85,-95.0,
TSMO,110+04384,2022-12-02 06:00:00,2022-12-02 06:10:00,2022-12-02 06:05:00,5,,
TSMO,110+04384,2022-12-06 16:35:00,2022-12-06 18:15:00,2022-12-06 19:05:00,-50,,
TSMO,110+04384,2022-12-13 17:45:00,2022-12-13 18:00:00,2022-12-13 18:50:00,-50,,
TSMO,110+04384,2022-12-14 16:45:00,2022-12-14 17:40:00,2022-12-14 18:40:00,-60,-75.0,
TSMO,110+04384,2022-12-15 11:20:00,2022-12-15 11:35:00,2022-12-15 13:00:00,-85,,
TSMO,110+04384,2022-12-21 10:35:00,2022-12-21 10:50:00,2022-12-21 10:45:00,5,,
TSMO,110+04384,2022-12-23 06:15:00,2022-12-23 06:25:00,2022-12-23 06:30:00,-5,,
TSMO,110+04384,2022-12-27 05:50:00,2022-12-27 06:10:00,2022-12-27 06:15:00,-5,,
TSMO,110+04384,2022-12-27 17:25:00,2022-12-27 17:40:00,2022-12-27 17:30:00,10,,
TSMO,110+04384,2022-12-30 08:00:00,2022-12-30 08:10:00,2022-12-30 08:10:00,0,,
TSMO,110+04384,2023-01-02 05:40:00,2023-01-02 05:50:00,2023-01-02 05:45:00,5,,
TSMO,110+04384,2023-01-09 07:00:00,2023-01-09 07:15:00,2023-01-09 07:25:00,-10,,
TSMO,110+04384,2023-01-12 05:40:00,2023-01-12 05:50:00,2023-01-12 05:45:00,5,,
TSMO,110+04384,2023-01-16 05:40:00,2023-01-16 05:50:00,2023-01-16 05:50:00,0,,
TSMO,110+04384,2023-01-19 17:05:00,2023-01-19 17:55:00,2023-01-19 19:25:00,-90,,
TSMO,110+04384,2023-01-25 15:20:00,2023-01-25 15:50:00,2023-01-25 20:45:00,-295,,
TSMO,110+04384,2023-01-31 06:40:00,2023-01-31 06:55:00,2023-01-31 06:45:00,10,,
TSMO,110+04384,2023-01-31 17:20:00,2023-01-31 17:55:00,2023-01-31 18:05:00,-10,-15.0,
TSMO,110+04384,2023-02-08 13:20:00,2023-02-08 13:30:00,2023-02-08 13:35:00,-5,-5.0,
TSMO,110+04385,2022-05-17 19:15:00,2022-05-17 19:25:00,2022-05-17 19:40:00,-15,,
TSMO,110+04385,2022-05-19 18:25:00,2022-05-19 18:35:00,2022-05-19 18:30:00,5,,
TSMO,110+04385,2022-05-27 12:30:00,2022-05-27 12:55:00,2022-05-27 13:05:00,-10,,
TSMO,110+04385,2022-05-27 17:05:00,2022-05-27 17:15:00,2022-05-27 17:20:00,-5,,
TSMO,110+04385,2022-05-30 13:50:00,2022-05-30 14:10:00,2022-05-30 14:35:00,-25,,
TSMO,110+04385,2022-05-31 16:55:00,2022-05-31 17:15:00,2022-05-31 18:20:00,-65,,
TSMO,110+04385,2022-06-02 14:05:00,2022-06-02 14:20:00,2022-06-02 14:40:00,-20,,
TSMO,110+04385,2022-06-07 16:25:00,2022-06-07 17:00:00,2022-06-07 19:10:00,-130,,
TSMO,110+04385,2022-06-07 17:30:00,2022-06-07 17:40:00,2022-06-07 19:10:00,-90,,
TSMO,110+04385,2022-06-08 17:35:00,2022-06-08 18:20:00,2022-06-08 18:35:00,-15,,
TSMO,110+04385,2022-06-08 19:20:00,2022-06-08 20:20:00,2022-06-08 20:25:00,-5,,
TSMO,110+04385,2022-06-22 08:00:00,2022-06-22 08:25:00,2022-06-22 11:15:00,-170,-165.0,
TSMO,110+04385,2022-06-29 09:50:00,2022-06-29 10:00:00,2022-06-29 10:05:00,-5,,
TSMO,110+04385,2022-06-30 15:25:00,2022-06-30 16:30:00,2022-06-30 16:35:00,-5,-30.0,
TSMO,110+04385,2022-07-05 16:35:00,2022-07-05 17:00:00,2022-07-05 17:30:00,-30,,
TSMO,110+04385,2022-07-12 17:00:00,2022-07-12 17:35:00,2022-07-12 18:35:00,-60,,
TSMO,110+04385,2022-07-12 18:10:00,2022-07-12 18:20:00,2022-07-12 18:35:00,-15,,
TSMO,110+04385,2022-07-18 12:05:00,2022-07-18 12:20:00,2022-07-18 12:25:00,-5,,
TSMO,110+04385,2022-07-18 16:30:00,2022-07-18 16:55:00,2022-07-18 18:05:00,-70,,
TSMO,110+04385,2022-07-19 16:30:00,2022-07-19 17:00:00,2022-07-19 19:15:00,-135,,
TSMO,110+04385,2022-07-19 17:35:00,2022-07-19 19:10:00,2022-07-19 19:15:00,-5,-5.0,-5.0
TSMO,110+04385,2022-07-21 09:30:00,2022-07-21 09:45:00,2022-07-21 09:35:00,10,,
TSMO,110+04385,2022-07-29 17:35:00,2022-07-29 18:10:00,2022-07-29 19:10:00,-60,,
TSMO,110+04385,2022-08-01 16:15:00,2022-08-01 16:25:00,2022-08-01 16:25:00,0,,
TSMO,110+04385,2022-08-04 17:20:00,2022-08-04 18:25:00,2022-08-04 18:50:00,-25,,
TSMO,110+04385,2022-08-08 18:40:00,2022-08-08 18:50:00,2022-08-08 18:45:00,5,,
TSMO,110+04385,2022-08-09 17:10:00,2022-08-09 17:25:00,2022-08-09 17:40:00,-15,,
TSMO,110+04385,2022-08-10 16:45:00,2022-08-10 17:10:00,2022-08-10 17:20:00,-10,,
TSMO,110+04385,2022-08-17 17:25:00,2022-08-17 18:20:00,2022-08-17 18:45:00,-25,,
TSMO,110+04385,2022-08-18 17:15:00,2022-08-18 17:55:00,2022-08-18 18:30:00,-35,,
TSMO,110+04385,2022-08-30 16:55:00,2022-08-30 18:05:00,2022-08-30 18:50:00,-45,,
TSMO,110+04385,2022-08-31 16:10:00,2022-08-31 16:35:00,2022-08-31 16:55:00,-20,,
TSMO,110+04385,2022-09-05 16:40:00,2022-09-05 16:50:00,2022-09-05 16:45:00,5,-5.0,
TSMO,110+04385,2022-09-07 16:05:00,2022-09-07 16:15:00,2022-09-07 16:50:00,-35,,
TSMO,110+04385,2022-09-12 17:30:00,2022-09-12 18:00:00,2022-09-12 19:10:00,-70,,
TSMO,110+04385,2022-09-21 17:20:00,2022-09-21 18:10:00,2022-09-21 18:25:00,-15,,
TSMO,110+04385,2022-09-27 16:50:00,2022-09-27 17:30:00,2022-09-27 17:50:00,-20,,
TSMO,110+04385,2022-09-28 19:20:00,2022-09-28 19:35:00,2022-09-28 19:25:00,10,,
TSMO,110+04385,2022-10-03 10:15:00,2022-10-03 10:30:00,2022-10-03 11:10:00,-40,,
TSMO,110+04385,2022-10-04 10:20:00,2022-10-04 12:25:00,2022-10-04 11:45:00,40,40.0,40.0
TSMO,110+04385,2022-10-04 16:55:00,2022-10-04 17:55:00,2022-10-04 19:10:00,-75,-100.0,
TSMO,110+04385,2022-10-13 14:10:00,2022-10-13 15:35:00,2022-10-13 15:30:00,5,,5.0
TSMO,110+04385,2022-10-17 13:35:00,2022-10-17 13:45:00,2022-10-17 13:40:00,5,,
TSMO,110+04385,2022-10-18 16:15:00,2022-10-18 16:35:00,2022-10-18 16:55:00,-20,,
TSMO,110+04385,2022-10-19 15:50:00,2022-10-19 16:10:00,2022-10-19 16:25:00,-15,,
TSMO,110+04385,2022-10-25 17:00:00,2022-10-25 17:25:00,2022-10-25 18:25:00,-60,,
TSMO,110+04385,2022-10-26 05:35:00,2022-10-26 05:55:00,2022-10-26 05:40:00,15,,
TSMO,110+04385,2022-10-26 17:55:00,2022-10-26 18:30:00,2022-10-26 19:10:00,-40,,
TSMO,110+04385,2022-10-31 16:10:00,2022-10-31 17:45:00,2022-10-31 17:50:00,-5,,
TSMO,110+04385,2022-11-01 17:10:00,2022-11-01 17:25:00,2022-11-01 17:15:00,10,,
TSMO,110+04385,2022-11-02 13:35:00,2022-11-02 13:45:00,2022-11-02 13:40:00,5,,
TSMO,110+04385,2022-11-07 06:20:00,2022-11-07 06:30:00,2022-11-07 06:25:00,5,,
TSMO,110+04385,2022-11-10 16:50:00,2022-11-10 17:10:00,2022-11-10 17:00:00,10,,
TSMO,110+04385,2022-11-16 16:05:00,2022-11-16 16:35:00,2022-11-16 16:45:00,-10,,
TSMO,110+04385,2022-11-16 18:15:00,2022-11-16 18:30:00,2022-11-16 18:55:00,-25,,
TSMO,110+04385,2022-11-18 17:35:00,2022-11-18 18:10:00,2022-11-18 18:55:00,-45,,
TSMO,110+04385,2022-11-30 13:10:00,2022-11-30 13:20:00,2022-11-30 13:30:00,-10,,
TSMO,110+04385,2022-11-30 16:35:00,2022-11-30 17:20:00,2022-11-30 19:30:00,-130,,
TSMO,110+04385,2022-12-06 09:05:00,2022-12-06 09:20:00,2022-12-06 10:15:00,-55,,
TSMO,110+04385,2022-12-06 16:20:00,2022-12-06 18:55:00,2022-12-06 19:45:00,-50,-155.0,
TSMO,110+04385,2022-12-07 17:50:00,2022-12-07 18:15:00,2022-12-07 18:35:00,-20,,
TSMO,110+04385,2022-12-14 17:00:00,2022-12-14 18:00:00,2022-12-14 18:35:00,-35,,
TSMO,110+04385,2022-12-19 14:20:00,2022-12-19 14:30:00,2022-12-19 14:30:00,0,,
TSMO,110+04385,2022-12-19 17:35:00,2022-12-19 18:05:00,2022-12-19 18:40:00,-35,,
TSMO,110+04385,2022-12-22 15:20:00,2022-12-22 16:45:00,2022-12-22 18:40:00,-115,,
TSMO,110+04385,2022-12-23 07:05:00,2022-12-23 07:15:00,2022-12-23 07:15:00,0,,
TSMO,110+04385,2022-12-23 08:25:00,2022-12-23 08:35:00,2022-12-23 10:35:00,-120,,
TSMO,110+04385,2022-12-23 09:45:00,2022-12-23 10:05:00,2022-12-23 10:35:00,-30,,
TSMO,110+04385,2022-12-26 07:45:00,2022-12-26 07:55:00,2022-12-26 08:10:00,-15,,
TSMO,110+04385,2022-12-28 17:50:00,2022-12-28 18:00:00,2022-12-28 18:35:00,-35,,
TSMO,110+04385,2023-01-03 17:05:00,2023-01-03 17:15:00,2023-01-03 18:40:00,-85,,
TSMO,110+04385,2023-01-05 17:50:00,2023-01-05 18:00:00,2023-01-05 18:30:00,-30,,
TSMO,110+04385,2023-01-13 06:25:00,2023-01-13 06:40:00,2023-01-13 06:50:00,-10,,
TSMO,110+04385,2023-01-19 16:15:00,2023-01-19 18:05:00,2023-01-19 20:40:00,-155,,-225.0
TSMO,110+04385,2023-01-24 16:20:00,2023-01-24 16:35:00,2023-01-24 18:45:00,-130,,
TSMO,110+04385,2023-01-24 17:00:00,2023-01-24 17:40:00,2023-01-24 18:45:00,-65,,
TSMO,110+04385,2023-01-25 15:10:00,2023-01-25 18:30:00,2023-01-25 19:50:00,-80,,
TSMO,110+04385,2023-01-31 17:05:00,2023-01-31 17:55:00,2023-01-31 18:00:00,-5,,
TSMO,110+04385,2023-02-09 17:10:00,2023-02-09 17:30:00,2023-02-09 17:35:00,-5,0.0,
TSMO,110+04385,2023-02-10 19:25:00,2023-02-10 19:35:00,2023-02-10 19:55:00,-20,,
TSMO,110+04386,2022-05-16 12:25:00,2022-05-16 12:45:00,2022-05-16 13:35:00,-50,,
TSMO,110+04386,2022-05-24 11:45:00,2022-05-24 11:55:00,2022-05-24 11:55:00,0,,
TSMO,110+04386,2022-05-27 12:30:00,2022-05-27 12:40:00,2022-05-27 13:25:00,-45,,
TSMO,110+04386,2022-05-27 14:50:00,2022-05-27 15:00:00,2022-05-27 14:55:00,5,,
TSMO,110+04386,2022-05-31 16:50:00,2022-05-31 17:30:00,2022-05-31 18:05:00,-35,-65.0,
TSMO,110+04386,2022-06-01 16:45:00,2022-06-01 17:15:00,2022-06-01 16:45:00,30,,
TSMO,110+04386,2022-06-02 16:30:00,2022-06-02 16:50:00,2022-06-02 16:55:00,-5,,
TSMO,110+04386,2022-06-03 16:45:00,2022-06-03 17:00:00,2022-06-03 17:10:00,-10,,
TSMO,110+04386,2022-06-07 16:25:00,2022-06-07 17:45:00,2022-06-07 18:25:00,-40,,
TSMO,110+04386,2022-06-08 17:40:00,2022-06-08 18:20:00,2022-06-08 18:50:00,-30,,
TSMO,110+04386,2022-06-13 12:20:00,2022-06-13 12:30:00,2022-06-13 12:25:00,5,,
TSMO,110+04386,2022-06-13 18:05:00,2022-06-13 18:15:00,2022-06-13 18:20:00,-5,,
TSMO,110+04386,2022-06-22 07:45:00,2022-06-22 08:45:00,2022-06-22 09:45:00,-60,-90.0,
TSMO,110+04386,2022-06-24 09:20:00,2022-06-24 09:35:00,2022-06-24 09:55:00,-20,,
TSMO,110+04386,2022-06-28 16:50:00,2022-06-28 17:20:00,2022-06-28 17:25:00,-5,-5.0,
TSMO,110+04386,2022-06-30 15:20:00,2022-06-30 17:05:00,2022-06-30 17:15:00,-10,-15.0,
TSMO,110+04386,2022-07-05 16:30:00,2022-07-05 16:55:00,2022-07-05 17:15:00,-20,,
TSMO,110+04386,2022-07-12 10:35:00,2022-07-12 10:45:00,2022-07-12 10:55:00,-10,,
TSMO,110+04386,2022-07-12 17:00:00,2022-07-12 17:10:00,2022-07-12 17:30:00,-20,,
TSMO,110+04386,2022-07-13 15:30:00,2022-07-13 15:50:00,2022-07-13 16:05:00,-15,-15.0,
TSMO,110+04386,2022-07-18 16:30:00,2022-07-18 17:05:00,2022-07-18 18:15:00,-70,,
TSMO,110+04386,2022-07-19 16:25:00,2022-07-19 17:00:00,2022-07-19 17:15:00,-15,,
TSMO,110+04386,2022-07-28 16:45:00,2022-07-28 16:55:00,2022-07-28 17:10:00,-15,0.0,
TSMO,110+04386,2022-07-29 17:45:00,2022-07-29 18:10:00,2022-07-29 18:40:00,-30,,
TSMO,110+04386,2022-08-03 12:40:00,2022-08-03 13:05:00,2022-08-03 13:10:00,-5,-10.0,
TSMO,110+04386,2022-08-04 17:20:00,2022-08-04 18:00:00,2022-08-04 19:20:00,-80,,
TSMO,110+04386,2022-08-09 17:00:00,2022-08-09 17:20:00,2022-08-09 17:30:00,-10,,
TSMO,110+04386,2022-08-17 17:15:00,2022-08-17 18:25:00,2022-08-17 19:45:00,-80,-85.0,
TSMO,110+04386,2022-08-18 17:10:00,2022-08-18 17:55:00,2022-08-18 18:30:00,-35,-25.0,-25.0
TSMO,110+04386,2022-08-24 08:00:00,2022-08-24 08:30:00,2022-08-24 09:05:00,-35,,
TSMO,110+04386,2022-08-25 18:35:00,2022-08-25 18:55:00,2022-08-25 19:30:00,-35,,
TSMO,110+04386,2022-08-30 16:00:00,2022-08-30 18:20:00,2022-08-30 19:10:00,-50,,
TSMO,110+04386,2022-08-31 07:00:00,2022-08-31 07:10:00,2022-08-31 07:25:00,-15,,
TSMO,110+04386,2022-08-31 16:10:00,2022-08-31 16:30:00,2022-08-31 16:40:00,-10,,
TSMO,110+04386,2022-09-06 07:50:00,2022-09-06 08:50:00,2022-09-06 09:40:00,-50,,
TSMO,110+04386,2022-09-07 15:55:00,2022-09-07 16:20:00,2022-09-07 16:50:00,-30,,
TSMO,110+04386,2022-09-12 17:30:00,2022-09-12 18:15:00,2022-09-12 19:10:00,-55,,
TSMO,110+04386,2022-09-21 17:25:00,2022-09-21 18:10:00,2022-09-21 18:25:00,-15,,
TSMO,110+04386,2022-09-27 16:50:00,2022-09-27 17:55:00,2022-09-27 18:05:00,-10,,
TSMO,110+04386,2022-10-04 06:20:00,2022-10-04 06:30:00,2022-10-04 06:45:00,-15,,
TSMO,110+04386,2022-10-04 10:20:00,2022-10-04 12:25:00,2022-10-04 11:45:00,40,,40.0
TSMO,110+04386,2022-10-04 16:55:00,2022-10-04 18:00:00,2022-10-04 19:25:00,-85,,
TSMO,110+04386,2022-10-12 16:15:00,2022-10-12 16:40:00,2022-10-12 17:05:00,-25,-25.0,
TSMO,110+04386,2022-10-12 19:45:00,2022-10-12 20:00:00,2022-10-12 19:50:00,10,,
TSMO,110+04386,2022-10-13 08:20:00,2022-10-13 08:35:00,2022-10-13 09:30:00,-55,,
TSMO,110+04386,2022-10-13 14:15:00,2022-10-13 15:25:00,2022-10-13 15:30:00,-5,,
TSMO,110+04386,2022-10-17 16:35:00,2022-10-17 16:45:00,2022-10-17 18:30:00,-105,,
TSMO,110+04386,2022-10-18 16:05:00,2022-10-18 16:35:00,2022-10-18 16:50:00,-15,,
TSMO,110+04386,2022-10-19 15:40:00,2022-10-19 16:15:00,2022-10-19 16:20:00,-5,,
TSMO,110+04386,2022-10-25 17:00:00,2022-10-25 17:35:00,2022-10-25 18:25:00,-50,-50.0,
TSMO,110+04386,2022-10-26 07:25:00,2022-10-26 07:40:00,2022-10-26 08:05:00,-25,,
TSMO,110+04386,2022-10-26 17:45:00,2022-10-26 18:30:00,2022-10-26 19:30:00,-60,,
TSMO,110+04386,2022-10-31 15:55:00,2022-10-31 18:15:00,2022-10-31 19:25:00,-70,,
TSMO,110+04386,2022-11-08 16:15:00,2022-11-08 16:50:00,2022-11-08 18:20:00,-90,-105.0,
TSMO,110+04386,2022-11-16 16:00:00,2022-11-16 16:25:00,2022-11-16 16:45:00,-20,,
TSMO,110+04386,2022-11-18 05:45:00,2022-11-18 05:55:00,2022-11-18 05:50:00,5,,
TSMO,110+04386,2022-11-18 17:55:00,2022-11-18 18:10:00,2022-11-18 19:15:00,-65,,-65.0
TSMO,110+04386,2022-11-21 17:05:00,2022-11-21 17:30:00,2022-11-21 18:45:00,-75,,
TSMO,110+04386,2022-11-25 15:25:00,2022-11-25 15:35:00,2022-11-25 15:50:00,-15,,
TSMO,110+04386,2022-11-28 05:40:00,2022-11-28 05:50:00,2022-11-28 06:05:00,-15,,
TSMO,110+04386,2022-11-30 16:30:00,2022-11-30 17:25:00,2022-11-30 18:40:00,-75,,
TSMO,110+04386,2022-12-06 16:15:00,2022-12-06 18:10:00,2022-12-06 19:55:00,-105,,
TSMO,110+04386,2022-12-06 18:45:00,2022-12-06 19:00:00,2022-12-06 19:55:00,-55,,
TSMO,110+04386,2022-12-07 16:45:00,2022-12-07 17:05:00,2022-12-07 18:40:00,-95,,
TSMO,110+04386,2022-12-14 17:20:00,2022-12-14 18:00:00,2022-12-14 18:50:00,-50,,
TSMO,110+04386,2022-12-22 12:50:00,2022-12-22 13:05:00,2022-12-22 18:35:00,-330,,
TSMO,110+04386,2022-12-22 15:45:00,2022-12-22 16:30:00,2022-12-22 18:35:00,-125,,
TSMO,110+04386,2022-12-23 07:50:00,2022-12-23 08:50:00,2022-12-23 10:15:00,-85,,-85.0
TSMO,110+04386,2022-12-23 09:45:00,2022-12-23 09:55:00,2022-12-23 10:15:00,-20,,
TSMO,110+04386,2023-01-05 17:10:00,2023-01-05 17:40:00,2023-01-05 18:30:00,-50,,
TSMO,110+04386,2023-01-05 18:45:00,2023-01-05 18:55:00,2023-01-05 19:25:00,-30,,
TSMO,110+04386,2023-01-17 08:50:00,2023-01-17 09:00:00,2023-01-17 09:15:00,-15,,
TSMO,110+04386,2023-01-19 16:15:00,2023-01-19 17:30:00,2023-01-19 20:20:00,-170,,
TSMO,110+04386,2023-01-24 16:20:00,2023-01-24 17:40:00,2023-01-24 18:45:00,-65,-110.0,
TSMO,110+04386,2023-01-25 15:20:00,2023-01-25 15:45:00,2023-01-25 20:15:00,-270,,
TSMO,110+04386,2023-01-25 16:35:00,2023-01-25 18:20:00,2023-01-25 20:15:00,-115,,
TSMO,110+04386,2023-01-31 16:25:00,2023-01-31 18:05:00,2023-01-31 18:05:00,0,-75.0,
TSMO,110+04386,2023-02-06 12:20:00,2023-02-06 12:35:00,2023-02-06 12:45:00,-10,,
TSMO,110+04386,2023-02-09 05:45:00,2023-02-09 06:00:00,2023-02-09 06:15:00,-15,,
TSMO,110+04386,2023-02-09 16:25:00,2023-02-09 16:45:00,2023-02-09 16:50:00,-5,-5.0,
TSMO,110+04387,2022-05-17 11:45:00,2022-05-17 12:10:00,2022-05-17 15:25:00,-195,,
TSMO,110+04387,2022-05-17 12:45:00,2022-05-17 12:55:00,2022-05-17 15:25:00,-150,,
TSMO,110+04387,2022-05-17 13:15:00,2022-05-17 15:05:00,2022-05-17 15:25:00,-20,-115.0,
TSMO,110+04387,2022-05-24 11:40:00,2022-05-24 11:55:00,2022-05-24 12:15:00,-20,,
TSMO,110+04387,2022-05-27 09:40:00,2022-05-27 09:55:00,2022-05-27 10:00:00,-5,,
TSMO,110+04387,2022-05-30 12:30:00,2022-05-30 12:40:00,2022-05-30 12:40:00,0,,
TSMO,110+04387,2022-05-31 06:05:00,2022-05-31 06:15:00,2022-05-31 06:25:00,-10,,
TSMO,110+04387,2022-06-03 18:50:00,2022-06-03 19:00:00,2022-06-03 19:25:00,-25,10.0,10.0
TSMO,110+04387,2022-06-22 10:05:00,2022-06-22 10:15:00,2022-06-22 10:30:00,-15,,
TSMO,110+04387,2022-07-01 05:30:00,2022-07-01 05:45:00,2022-07-01 05:35:00,10,,
TSMO,110+04387,2022-07-05 16:30:00,2022-07-05 16:55:00,2022-07-05 17:15:00,-20,,
TSMO,110+04387,2022-07-07 05:45:00,2022-07-07 05:55:00,2022-07-07 06:10:00,-15,,
TSMO,110+04387,2022-07-14 05:55:00,2022-07-14 06:10:00,2022-07-14 06:10:00,0,,
TSMO,110+04387,2022-07-20 10:15:00,2022-07-20 10:25:00,2022-07-20 10:40:00,-15,,
TSMO,110+04387,2022-08-04 17:25:00,2022-08-04 17:50:00,2022-08-04 18:45:00,-55,,
TSMO,110+04387,2022-08-09 14:45:00,2022-08-09 14:55:00,2022-08-09 14:50:00,5,,
TSMO,110+04387,2022-08-15 05:30:00,2022-08-15 05:55:00,2022-08-15 06:25:00,-30,,
TSMO,110+04387,2022-08-17 19:55:00,2022-08-17 20:05:00,2022-08-17 20:45:00,-40,,
TSMO,110+04387,2022-08-24 08:50:00,2022-08-24 09:05:00,2022-08-24 08:55:00,10,,
TSMO,110+04387,2022-09-05 18:20:00,2022-09-05 18:45:00,2022-09-05 19:00:00,-15,,
TSMO,110+04387,2022-09-20 09:55:00,2022-09-20 10:10:00,2022-09-20 10:05:00,5,,
TSMO,110+04387,2022-10-04 17:10:00,2022-10-04 17:45:00,2022-10-04 18:40:00,-55,,
TSMO,110+04387,2022-10-10 09:15:00,2022-10-10 09:45:00,2022-10-10 09:50:00,-5,,
TSMO,110+04387,2022-10-31 16:30:00,2022-10-31 17:50:00,2022-10-31 19:40:00,-110,,
TSMO,110+04387,2022-11-01 17:00:00,2022-11-01 17:15:00,2022-11-01 17:40:00,-25,,
TSMO,110+04387,2022-11-04 16:40:00,2022-11-04 16:50:00,2022-11-04 17:00:00,-10,,
TSMO,110+04387,2022-11-08 16:10:00,2022-11-08 16:30:00,2022-11-08 16:55:00,-25,,
TSMO,110+04387,2022-11-15 12:40:00,2022-11-15 12:50:00,2022-11-15 13:20:00,-30,,
TSMO,110+04387,2022-11-15 16:00:00,2022-11-15 19:30:00,2022-11-15 19:50:00,-20,,
TSMO,110+04387,2022-11-25 15:00:00,2022-11-25 16:55:00,2022-11-25 16:50:00,5,5.0,5.0
TSMO,110+04387,2022-11-30 10:05:00,2022-11-30 10:15:00,2022-11-30 11:15:00,-60,,
TSMO,110+04387,2022-11-30 17:10:00,2022-11-30 17:30:00,2022-11-30 18:15:00,-45,,
TSMO,110+04387,2022-12-02 13:10:00,2022-12-02 13:35:00,2022-12-02 13:15:00,20,,
TSMO,110+04387,2022-12-06 16:45:00,2022-12-06 18:35:00,2022-12-06 19:55:00,-80,-125.0,
TSMO,110+04387,2022-12-13 17:40:00,2022-12-13 18:20:00,2022-12-13 18:50:00,-30,-50.0,
TSMO,110+04387,2022-12-14 06:30:00,2022-12-14 06:45:00,2022-12-14 06:45:00,0,,
TSMO,110+04387,2022-12-15 16:40:00,2022-12-15 17:50:00,2022-12-15 19:30:00,-100,,
