network,link,ep_start,ep_end,t_star,ens_delta,duan_delta,inc_delta
Cranberry,104-04445,2024-01-24 12:55:00,2024-01-24 13:10:00,2024-01-24 14:05:00,-55,,
Cranberry,104-04445,2024-01-25 08:20:00,2024-01-25 09:00:00,2024-01-25 10:05:00,-65,,
Cranberry,104-04445,2024-01-25 19:35:00,2024-01-25 19:55:00,2024-01-25 20:40:00,-45,,
Cranberry,104-04445,2024-01-31 19:15:00,2024-01-31 19:35:00,2024-01-31 19:45:00,-10,,
Cranberry,104-04539,2022-08-10 09:40:00,2022-08-10 13:15:00,2022-08-10 13:35:00,-20,-210.0,
Cranberry,104-04539,2022-08-11 08:40:00,2022-08-11 13:40:00,2022-08-11 13:30:00,10,10.0,10.0
Cranberry,104-04539,2022-08-15 09:30:00,2022-08-15 09:40:00,2022-08-15 10:00:00,-20,-20.0,
Cranberry,104-04539,2022-08-17 09:40:00,2022-08-17 09:50:00,2022-08-17 10:20:00,-30,-20.0,
Cranberry,104-04539,2022-08-22 08:35:00,2022-08-22 08:50:00,2022-08-22 09:00:00,-10,-5.0,
Cranberry,104-04539,2022-08-22 12:35:00,2022-08-22 12:55:00,2022-08-22 13:10:00,-15,-5.0,
Cranberry,104-04539,2022-09-20 10:05:00,2022-09-20 10:15:00,2022-09-20 10:20:00,-5,,
Cranberry,104-04539,2022-09-22 12:55:00,2022-09-22 13:10:00,2022-09-22 13:30:00,-20,-20.0,
Cranberry,104-04539,2022-09-26 13:05:00,2022-09-26 13:25:00,2022-09-26 14:10:00,-45,,
Cranberry,104-04539,2022-09-27 13:05:00,2022-09-27 13:30:00,2022-09-27 13:35:00,-5,-5.0,
Cranberry,104-04539,2022-09-28 09:55:00,2022-09-28 10:10:00,2022-09-28 10:15:00,-5,,
Cranberry,104-04539,2022-10-05 09:10:00,2022-10-05 14:35:00,2022-10-05 14:40:00,-5,5.0,5.0
Cranberry,104-04539,2022-10-21 09:10:00,2022-10-21 09:20:00,2022-10-21 09:20:00,0,,
Cranberry,104-04539,2022-10-24 09:30:00,2022-10-24 09:45:00,2022-10-24 09:50:00,-5,-5.0,
Cranberry,104-04539,2022-11-04 09:10:00,2022-11-04 09:25:00,2022-11-04 09:40:00,-15,,
Cranberry,104-04539,2022-11-11 18:00:00,2022-11-11 19:40:00,2022-11-11 20:15:00,-35,,
Cranberry,104-04539,2022-11-18 13:00:00,2022-11-18 13:50:00,2022-11-18 14:30:00,-40,,
Cranberry,104-04539,2022-11-21 09:35:00,2022-11-21 10:00:00,2022-11-21 10:05:00,-5,,
Cranberry,104-04539,2022-12-01 11:20:00,2022-12-01 11:35:00,2022-12-01 11:40:00,-5,-5.0,
Cranberry,104-04539,2022-12-29 19:15:00,2022-12-29 19:30:00,2022-12-29 19:45:00,-15,-25.0,
Cranberry,104-04539,2023-01-24 18:55:00,2023-01-24 19:05:00,2023-01-24 19:15:00,-10,,
Cranberry,104-04539,2023-01-25 09:10:00,2023-01-25 11:10:00,2023-01-25 11:25:00,-15,,
Cranberry,104-04539,2023-02-03 18:35:00,2023-02-03 19:00:00,2023-02-03 20:15:00,-75,,
Cranberry,104-04539,2023-02-06 06:05:00,2023-02-06 06:15:00,2023-02-06 08:25:00,-130,,
Cranberry,104-04539,2023-02-23 08:05:00,2023-02-23 08:30:00,2023-02-23 08:10:00,20,,
Cranberry,104-04539,2023-02-27 18:50:00,2023-02-27 19:25:00,2023-02-27 19:55:00,-30,,
Cranberry,104-04539,2023-03-06 10:50:00,2023-03-06 11:00:00,2023-03-06 13:45:00,-165,,
Cranberry,104-04539,2023-03-20 10:00:00,2023-03-20 10:25:00,2023-03-20 11:30:00,-65,,
Cranberry,104-04539,2023-04-03 07:50:00,2023-04-03 08:15:00,2023-04-03 10:15:00,-120,-120.0,
Cranberry,104-04539,2023-04-03 12:55:00,2023-04-03 13:20:00,2023-04-03 13:30:00,-10,-10.0,
Cranberry,104-04539,2023-04-05 09:00:00,2023-04-05 09:10:00,2023-04-05 09:40:00,-30,,
Cranberry,104-04539,2023-04-13 08:10:00,2023-04-13 08:20:00,2023-04-13 09:55:00,-95,,
Cranberry,104-04539,2023-04-13 09:20:00,2023-04-13 09:45:00,2023-04-13 09:55:00,-10,-5.0,
Cranberry,104-04539,2023-04-13 13:45:00,2023-04-13 14:30:00,2023-04-13 14:50:00,-20,-45.0,
Cranberry,104-04539,2023-04-14 15:20:00,2023-04-14 15:35:00,2023-04-14 19:35:00,-240,,
Cranberry,104-04539,2023-04-14 16:10:00,2023-04-14 16:40:00,2023-04-14 19:35:00,-175,-190.0,
Cranberry,104-04539,2023-04-17 09:25:00,2023-04-17 09:50:00,2023-04-17 10:20:00,-30,-45.0,
Cranberry,104-04539,2023-04-18 10:35:00,2023-04-18 10:55:00,2023-04-18 11:05:00,-10,,
Cranberry,104-04539,2023-04-24 09:35:00,2023-04-24 09:55:00,2023-04-24 11:40:00,-105,-105.0,
Cranberry,104-04539,2023-05-01 07:05:00,2023-05-01 07:35:00,2023-05-01 11:15:00,-220,-25.0,-35.0
Cranberry,104-04539,2023-05-01 08:15:00,2023-05-01 10:55:00,2023-05-01 11:15:00,-20,-25.0,-35.0
Cranberry,104-04539,2023-05-05 07:30:00,2023-05-05 08:15:00,2023-05-05 12:35:00,-260,-285.0,
Cranberry,104-04539,2023-05-05 10:45:00,2023-05-05 11:10:00,2023-05-05 12:35:00,-85,,
Cranberry,104-04539,2023-05-08 08:55:00,2023-05-08 09:25:00,2023-05-08 10:20:00,-55,-55.0,
Cranberry,104-04539,2023-05-10 07:20:00,2023-05-10 08:10:00,2023-05-10 16:30:00,-500,-525.0,
Cranberry,104-04539,2023-05-10 09:30:00,2023-05-10 10:05:00,2023-05-10 16:30:00,-385,-385.0,
Cranberry,104-04539,2023-05-10 12:00:00,2023-05-10 12:25:00,2023-05-10 16:30:00,-245,-250.0,
Cranberry,104-04539,2023-05-11 15:50:00,2023-05-11 17:50:00,2023-05-11 18:35:00,-45,,
Cranberry,104-04539,2023-05-12 17:30:00,2023-05-12 18:00:00,2023-05-12 19:00:00,-60,,
Cranberry,104-04539,2023-05-18 11:50:00,2023-05-18 12:10:00,2023-05-18 12:20:00,-10,,
Cranberry,104-04539,2023-05-18 17:25:00,2023-05-18 17:35:00,2023-05-18 17:55:00,-20,,
Cranberry,104-04539,2023-05-30 13:00:00,2023-05-30 13:25:00,2023-05-30 14:35:00,-70,,
Cranberry,104-04539,2023-05-30 15:15:00,2023-05-30 16:00:00,2023-05-30 19:45:00,-225,-245.0,
Cranberry,104-04539,2023-05-30 17:05:00,2023-05-30 18:10:00,2023-05-30 19:45:00,-95,-40.0,-40.0
Cranberry,104-04539,2023-05-31 12:15:00,2023-05-31 13:05:00,2023-05-31 13:25:00,-20,-25.0,-25.0
Cranberry,104-04539,2023-05-31 17:00:00,2023-05-31 19:25:00,2023-05-31 20:20:00,-55,-60.0,-60.0
Cranberry,104-04539,2023-06-05 09:10:00,2023-06-05 09:40:00,2023-06-05 10:20:00,-40,-40.0,
Cranberry,104-04539,2023-06-05 12:50:00,2023-06-05 13:05:00,2023-06-05 13:20:00,-15,,
Cranberry,104-04539,2023-06-08 09:15:00,2023-06-08 09:35:00,2023-06-08 09:50:00,-15,-15.0,
Cranberry,104-04539,2023-06-09 09:10:00,2023-06-09 09:25:00,2023-06-09 11:55:00,-150,-150.0,
Cranberry,104-04539,2023-06-09 18:30:00,2023-06-09 18:40:00,2023-06-09 19:35:00,-55,,
Cranberry,104-04539,2023-06-20 09:10:00,2023-06-20 09:30:00,2023-06-20 09:45:00,-15,,
Cranberry,104-04539,2023-06-20 15:20:00,2023-06-20 15:45:00,2023-06-20 16:05:00,-20,,
Cranberry,104-04539,2023-06-23 10:55:00,2023-06-23 11:10:00,2023-06-23 11:05:00,5,,
Cranberry,104-04539,2023-06-23 12:05:00,2023-06-23 12:20:00,2023-06-23 12:55:00,-35,,
Cranberry,104-04539,2023-06-26 10:00:00,2023-06-26 10:30:00,2023-06-26 10:50:00,-20,-30.0,
Cranberry,104-04539,2023-06-28 13:30:00,2023-06-28 13:40:00,2023-06-28 16:05:00,-145,,
Cranberry,104-04539,2023-07-13 07:45:00,2023-07-13 07:55:00,2023-07-13 08:10:00,-15,,
Cranberry,104-04539,2023-07-14 10:20:00,2023-07-14 11:35:00,2023-07-14 11:50:00,-15,-15.0,-15.0
Cranberry,104-04539,2023-07-17 16:45:00,2023-07-17 17:05:00,2023-07-17 17:40:00,-35,-45.0,
Cranberry,104-04539,2023-07-18 11:50:00,2023-07-18 13:20:00,2023-07-18 18:05:00,-285,-355.0,
Cranberry,104-04539,2023-07-27 18:00:00,2023-07-27 18:15:00,2023-07-27 18:50:00,-35,,
Cranberry,104-04539,2023-07-31 13:20:00,2023-07-31 15:00:00,2023-07-31 15:30:00,-30,,
Cranberry,104-04539,2023-08-01 08:00:00,2023-08-01 08:35:00,2023-08-01 11:05:00,-150,,
Cranberry,104-04539,2023-08-02 08:00:00,2023-08-02 11:50:00,2023-08-02 17:00:00,-310,-515.0,
Cranberry,104-04539,2023-08-02 12:55:00,2023-08-02 13:30:00,2023-08-02 17:00:00,-210,-215.0,
Cranberry,104-04539,2023-08-08 10:30:00,2023-08-08 10:45:00,2023-08-08 11:00:00,-15,-15.0,
Cranberry,104-04539,2023-08-08 12:40:00,2023-08-08 12:55:00,2023-08-08 13:05:00,-10,,
Cranberry,104-04539,2023-08-11 10:50:00,2023-08-11 11:15:00,2023-08-11 12:40:00,-85,,
Cranberry,104-04539,2023-08-15 09:25:00,2023-08-15 09:45:00,2023-08-15 10:00:00,-15,,
Cranberry,104-04539,2023-08-17 10:40:00,2023-08-17 11:05:00,2023-08-17 11:20:00,-15,,
Cranberry,104-04539,2023-08-18 11:50:00,2023-08-18 12:00:00,2023-08-18 11:55:00,5,,
Cranberry,104-04539,2023-08-21 08:30:00,2023-08-21 08:55:00,2023-08-21 09:10:00,-15,-15.0,
Cranberry,104-04539,2023-08-21 12:45:00,2023-08-21 13:20:00,2023-08-21 13:50:00,-30,-35.0,
Cranberry,104-04539,2023-08-21 20:15:00,2023-08-21 20:25:00,2023-08-21 20:35:00,-10,,
Cranberry,104-04539,2023-08-22 10:25:00,2023-08-22 10:35:00,2023-08-22 11:20:00,-45,,
Cranberry,104-04539,2023-08-23 10:35:00,2023-08-23 11:00:00,2023-08-23 11:05:00,-5,-5.0,
Cranberry,104-04539,2023-08-23 12:30:00,2023-08-23 13:05:00,2023-08-23 13:25:00,-20,-35.0,
Cranberry,104-04539,2023-09-05 20:15:00,2023-09-05 20:45:00,2023-09-05 20:40:00,5,-5.0,
Cranberry,104-04539,2023-09-08 05:40:00,2023-09-08 05:55:00,2023-09-08 06:45:00,-50,,
Cranberry,104-04539,2023-09-11 13:25:00,2023-09-11 13:40:00,2023-09-11 13:50:00,-10,,
Cranberry,104-04539,2023-09-11 17:25:00,2023-09-11 17:45:00,2023-09-11 17:55:00,-10,-10.0,
Cranberry,104-04539,2023-09-18 11:45:00,2023-09-18 12:00:00,2023-09-18 12:20:00,-20,,
Cranberry,104-04539,2023-09-19 11:00:00,2023-09-19 11:20:00,2023-09-19 11:50:00,-30,,
Cranberry,104-04539,2023-09-27 09:25:00,2023-09-27 09:50:00,2023-09-27 18:10:00,-500,,
Cranberry,104-04539,2023-09-29 10:25:00,2023-09-29 10:45:00,2023-09-29 10:50:00,-5,,
Cranberry,104-04539,2023-10-02 11:35:00,2023-10-02 11:45:00,2023-10-02 11:45:00,0,,
Cranberry,104-04539,2023-10-03 06:05:00,2023-10-03 08:05:00,2023-10-03 08:30:00,-25,-155.0,
Cranberry,104-04539,2023-10-03 10:00:00,2023-10-03 10:10:00,2023-10-03 10:20:00,-10,,
Cranberry,104-04539,2023-10-03 11:10:00,2023-10-03 11:20:00,2023-10-03 12:10:00,-50,,
Cranberry,104-04539,2023-10-04 07:30:00,2023-10-04 08:20:00,2023-10-04 09:55:00,-95,,
Cranberry,104-04539,2023-10-05 10:50:00,2023-10-05 11:00:00,2023-10-05 18:40:00,-460,,
Cranberry,104-04539,2023-10-10 06:10:00,2023-10-10 07:00:00,2023-10-10 07:25:00,-25,,
Cranberry,104-04539,2023-10-11 10:10:00,2023-10-11 10:30:00,2023-10-11 10:45:00,-15,-15.0,
Cranberry,104-04539,2023-10-11 13:40:00,2023-10-11 14:05:00,2023-10-11 14:40:00,-35,,
Cranberry,104-04539,2023-10-11 16:40:00,2023-10-11 16:55:00,2023-10-11 18:25:00,-90,,
Cranberry,104-04539,2023-10-13 08:40:00,2023-10-13 09:35:00,2023-10-13 10:50:00,-75,,
Cranberry,104-04539,2023-10-13 10:20:00,2023-10-13 10:30:00,2023-10-13 10:50:00,-20,,
Cranberry,104-04539,2023-10-18 12:05:00,2023-10-18 13:35:00,2023-10-18 13:20:00,15,,
Cranberry,104-04539,2023-10-19 12:05:00,2023-10-19 13:25:00,2023-10-19 17:25:00,-240,,
Cranberry,104-04539,2023-10-19 16:35:00,2023-10-19 17:05:00,2023-10-19 17:25:00,-20,,
Cranberry,104-04539,2023-10-24 12:40:00,2023-10-24 12:55:00,2023-10-24 13:50:00,-55,,
Cranberry,104-04539,2023-10-25 09:00:00,2023-10-25 09:35:00,2023-10-25 09:45:00,-10,-10.0,
Cranberry,104-04539,2023-10-31 13:25:00,2023-10-31 14:10:00,2023-10-31 13:55:00,15,-5.0,
Cranberry,104-04539,2023-11-08 10:25:00,2023-11-08 10:35:00,2023-11-08 10:55:00,-20,,
Cranberry,104-04539,2023-11-10 14:25:00,2023-11-10 14:35:00,2023-11-10 15:40:00,-65,,
Cranberry,104-04539,2023-11-13 20:35:00,2023-11-13 20:50:00,2023-11-13 20:40:00,10,,
Cranberry,104-04539,2023-11-14 13:40:00,2023-11-14 13:55:00,2023-11-14 14:00:00,-5,,
Cranberry,104-04539,2023-11-20 12:20:00,2023-11-20 12:40:00,2023-11-20 13:10:00,-30,-30.0,
Cranberry,104-04539,2023-11-20 18:20:00,2023-11-20 18:40:00,2023-11-20 19:55:00,-75,,
Cranberry,104-04539,2023-11-21 19:00:00,2023-11-21 19:10:00,2023-11-21 19:30:00,-20,,
Cranberry,104-04539,2023-11-24 10:10:00,2023-11-24 10:30:00,2023-11-24 11:10:00,-40,-40.0,
Cranberry,104-04539,2023-11-28 19:25:00,2023-11-28 19:35:00,2023-11-28 19:55:00,-20,,
Cranberry,104-04539,2023-11-29 08:50:00,2023-11-29 09:00:00,2023-11-29 09:20:00,-20,,
Cranberry,104-04539,2023-12-04 11:00:00,2023-12-04 11:20:00,2023-12-04 11:40:00,-20,,
Cranberry,104-04539,2023-12-06 11:55:00,2023-12-06 12:15:00,2023-12-06 13:10:00,-55,-55.0,
Cranberry,104-04539,2023-12-08 09:40:00,2023-12-08 10:00:00,2023-12-08 10:00:00,0,,
Cranberry,104-04539,2023-12-08 19:50:00,2023-12-08 20:20:00,2023-12-08 20:25:00,-5,,
Cranberry,104-04539,2023-12-19 19:00:00,2023-12-19 19:20:00,2023-12-19 19:05:00,15,,
Cranberry,104-04539,2023-12-20 09:50:00,2023-12-20 10:05:00,2023-12-20 10:05:00,0,,
Cranberry,104-04539,2023-12-21 12:40:00,2023-12-21 12:50:00,2023-12-21 13:10:00,-20,-20.0,
Cranberry,104-04539,2023-12-21 20:25:00,2023-12-21 20:40:00,2023-12-21 20:35:00,5,,
Cranberry,104-04539,2023-12-26 09:20:00,2023-12-26 09:35:00,2023-12-26 09:40:00,-5,,
Cranberry,104-04539,2023-12-28 11:55:00,2023-12-28 12:15:00,2023-12-28 12:20:00,-5,-5.0,
Cranberry,104-04539,2023-12-29 17:55:00,2023-12-29 18:05:00,2023-12-29 18:15:00,-10,,
Cranberry,104-04539,2024-01-01 08:50:00,2024-01-01 09:15:00,2024-01-01 09:30:00,-15,,
Cranberry,104-04539,2024-01-04 05:55:00,2024-01-04 06:10:00,2024-01-04 06:55:00,-45,,
Cranberry,104-04539,2024-01-10 10:55:00,2024-01-10 11:05:00,2024-01-10 11:55:00,-50,,
Cranberry,104-04539,2024-01-10 13:25:00,2024-01-10 13:45:00,2024-01-10 14:45:00,-60,,
Cranberry,104-04539,2024-01-12 18:40:00,2024-01-12 18:55:00,2024-01-12 20:30:00,-95,,
Cranberry,104-04539,2024-01-15 11:05:00,2024-01-15 11:20:00,2024-01-15 11:20:00,0,,
Cranberry,104-04539,2024-01-16 11:10:00,2024-01-16 11:35:00,2024-01-16 13:25:00,-110,,
Cranberry,104-04539,2024-01-16 12:45:00,2024-01-16 13:05:00,2024-01-16 13:25:00,-20,,
Cranberry,104-04539,2024-01-17 06:00:00,2024-01-17 06:10:00,2024-01-17 06:15:00,-5,,
Cranberry,104-04539,2024-01-19 06:10:00,2024-01-19 08:40:00,2024-01-19 14:45:00,-365,,
Cranberry,104-04539,2024-01-19 09:25:00,2024-01-19 09:50:00,2024-01-19 14:45:00,-295,,
Cranberry,104-04539,2024-01-19 10:40:00,2024-01-19 12:00:00,2024-01-19 14:45:00,-165,,
Cranberry,104-04539,2024-01-19 16:00:00,2024-01-19 16:30:00,2024-01-19 19:55:00,-205,,
Cranberry,104-04539,2024-01-19 17:10:00,2024-01-19 18:50:00,2024-01-19 19:55:00,-65,,
Cranberry,104-04539,2024-01-24 07:35:00,2024-01-24 08:05:00,2024-01-24 07:45:00,20,,
Cranberry,104-04539,2024-01-24 16:10:00,2024-01-24 16:20:00,2024-01-24 17:20:00,-60,,
Cranberry,104-04539,2024-01-24 18:40:00,2024-01-24 18:55:00,2024-01-24 19:40:00,-45,,
Cranberry,104-04539,2024-01-26 16:40:00,2024-01-26 16:55:00,2024-01-26 17:25:00,-30,,
Cranberry,104-04539,2024-01-31 11:05:00,2024-01-31 11:20:00,2024-01-31 11:30:00,-10,,
Cranberry,104-04539,2024-01-31 12:25:00,2024-01-31 12:45:00,2024-01-31 13:05:00,-20,-20.0,
Cranberry,104-04540,2022-08-03 06:35:00,2022-08-03 06:50:00,2022-08-03 06:55:00,-5,-5.0,
Cranberry,104-04540,2022-08-05 18:45:00,2022-08-05 19:10:00,2022-08-05 19:25:00,-15,,
Cranberry,104-04540,2022-08-08 08:20:00,2022-08-08 08:45:00,2022-08-08 08:45:00,0,-5.0,
Cranberry,104-04540,2022-08-09 12:15:00,2022-08-09 12:25:00,2022-08-09 12:40:00,-15,-30.0,
Cranberry,104-04540,2022-08-11 17:25:00,2022-08-11 17:45:00,2022-08-11 17:50:00,-5,-5.0,
Cranberry,104-04540,2022-08-11 18:20:00,2022-08-11 20:55:00,2022-08-11 19:05:00,110,110.0,110.0
Cranberry,104-04540,2022-08-22 12:05:00,2022-08-22 12:15:00,2022-08-22 12:35:00,-20,,
Cranberry,104-04540,2022-09-29 08:45:00,2022-09-29 09:05:00,2022-09-29 09:20:00,-15,-5.0,
Cranberry,104-04540,2022-10-12 16:30:00,2022-10-12 16:40:00,2022-10-12 16:55:00,-15,,
Cranberry,104-04540,2022-10-13 07:50:00,2022-10-13 08:05:00,2022-10-13 08:10:00,-5,-5.0,
Cranberry,104-04540,2022-10-20 10:40:00,2022-10-20 11:00:00,2022-10-20 11:05:00,-5,-5.0,
Cranberry,104-04540,2022-10-20 20:05:00,2022-10-20 20:40:00,2022-10-20 20:45:00,-5,-20.0,
Cranberry,104-04540,2022-10-25 18:50:00,2022-10-25 19:15:00,2022-10-25 19:25:00,-10,-5.0,
Cranberry,104-04540,2022-11-07 12:30:00,2022-11-07 12:55:00,2022-11-07 12:55:00,0,,
Cranberry,104-04540,2022-11-09 06:35:00,2022-11-09 06:55:00,2022-11-09 07:00:00,-5,-5.0,
Cranberry,104-04540,2022-11-10 06:25:00,2022-11-10 06:55:00,2022-11-10 06:55:00,0,640.0,640.0
Cranberry,104-04540,2022-11-15 05:55:00,2022-11-15 06:15:00,2022-11-15 06:20:00,-5,-5.0,
Cranberry,104-04540,2022-11-15 19:15:00,2022-11-15 19:25:00,2022-11-15 19:20:00,5,90.0,90.0
Cranberry,104-04540,2022-11-16 05:35:00,2022-11-16 05:50:00,2022-11-16 06:05:00,-15,-5.0,
Cranberry,104-04540,2022-11-17 06:10:00,2022-11-17 06:40:00,2022-11-17 06:45:00,-5,0.0,
Cranberry,104-04540,2022-11-28 19:20:00,2022-11-28 19:35:00,2022-11-28 19:25:00,10,40.0,40.0
Cranberry,104-04540,2022-11-29 19:35:00,2022-11-29 19:45:00,2022-11-29 20:00:00,-15,,
Cranberry,104-04540,2022-11-30 09:50:00,2022-11-30 10:00:00,2022-11-30 10:00:00,0,,
Cranberry,104-04540,2022-12-01 17:10:00,2022-12-01 17:25:00,2022-12-01 17:30:00,-5,-5.0,
Cranberry,104-04540,2022-12-05 09:10:00,2022-12-05 09:40:00,2022-12-05 09:45:00,-5,-5.0,
Cranberry,104-04540,2022-12-07 10:20:00,2022-12-07 10:45:00,2022-12-07 10:55:00,-10,-10.0,
Cranberry,104-04540,2022-12-08 16:10:00,2022-12-08 17:05:00,2022-12-08 16:55:00,10,10.0,10.0
Cranberry,104-04540,2022-12-12 09:30:00,2022-12-12 09:50:00,2022-12-12 09:55:00,-5,-5.0,
Cranberry,104-04540,2022-12-12 12:50:00,2022-12-12 13:05:00,2022-12-12 13:10:00,-5,90.0,90.0
Cranberry,104-04540,2022-12-19 09:15:00,2022-12-19 09:40:00,2022-12-19 09:45:00,-5,-5.0,
Cranberry,104-04540,2022-12-19 20:10:00,2022-12-19 20:30:00,2022-12-19 20:35:00,-5,-5.0,-15.0
Cranberry,104-04540,2022-12-20 08:10:00,2022-12-20 08:50:00,2022-12-20 08:45:00,5,,
Cranberry,104-04540,2022-12-20 14:55:00,2022-12-20 17:05:00,2022-12-20 17:05:00,0,0.0,0.0
Cranberry,104-04540,2022-12-21 06:15:00,2022-12-21 06:55:00,2022-12-21 06:50:00,5,-5.0,
Cranberry,104-04540,2022-12-21 18:00:00,2022-12-21 18:15:00,2022-12-21 18:25:00,-10,5.0,5.0
Cranberry,104-04540,2022-12-23 06:15:00,2022-12-23 08:50:00,2022-12-23 12:20:00,-210,,
Cranberry,104-04540,2022-12-23 09:30:00,2022-12-23 10:25:00,2022-12-23 12:20:00,-115,,
Cranberry,104-04540,2022-12-23 11:25:00,2022-12-23 11:35:00,2022-12-23 12:20:00,-45,,
Cranberry,104-04540,2022-12-23 12:50:00,2022-12-23 13:00:00,2022-12-23 13:55:00,-55,,
Cranberry,104-04540,2022-12-23 16:50:00,2022-12-23 17:45:00,2022-12-23 19:00:00,-75,,
Cranberry,104-04540,2022-12-23 18:30:00,2022-12-23 18:50:00,2022-12-23 19:00:00,-10,,
Cranberry,104-04540,2022-12-23 20:05:00,2022-12-23 20:20:00,2022-12-23 20:15:00,5,,
Cranberry,104-04540,2023-01-02 06:00:00,2023-01-02 06:10:00,2023-01-02 06:25:00,-15,-5.0,
Cranberry,104-04540,2023-01-03 06:45:00,2023-01-03 06:55:00,2023-01-03 07:10:00,-15,,
Cranberry,104-04540,2023-01-09 11:35:00,2023-01-09 11:45:00,2023-01-09 11:40:00,5,505.0,505.0
Cranberry,104-04540,2023-01-11 07:30:00,2023-01-11 15:40:00,2023-01-11 08:10:00,450,450.0,450.0
Cranberry,104-04540,2023-01-18 06:45:00,2023-01-18 06:55:00,2023-01-18 07:20:00,-25,570.0,570.0
Cranberry,104-04540,2023-01-18 15:00:00,2023-01-18 15:45:00,2023-01-18 16:10:00,-25,40.0,40.0
Cranberry,104-04540,2023-01-20 17:25:00,2023-01-20 17:35:00,2023-01-20 17:50:00,-15,,
Cranberry,104-04540,2023-01-25 16:45:00,2023-01-25 16:55:00,2023-01-25 17:00:00,-5,,
Cranberry,104-04540,2023-01-31 08:15:00,2023-01-31 08:45:00,2023-01-31 08:55:00,-10,-10.0,
Cranberry,104-04540,2023-01-31 16:20:00,2023-01-31 16:35:00,2023-01-31 16:45:00,-10,105.0,105.0
Cranberry,104-04540,2023-02-01 06:40:00,2023-02-01 07:05:00,2023-02-01 07:10:00,-5,20.0,20.0
Cranberry,104-04540,2023-02-01 19:00:00,2023-02-01 19:10:00,2023-02-01 19:30:00,-20,60.0,60.0
Cranberry,104-04540,2023-02-02 06:40:00,2023-02-02 07:10:00,2023-02-02 07:10:00,0,135.0,135.0
Cranberry,104-04540,2023-02-06 09:10:00,2023-02-06 09:35:00,2023-02-06 09:40:00,-5,-5.0,
Cranberry,104-04540,2023-02-06 15:15:00,2023-02-06 15:40:00,2023-02-06 15:45:00,-5,275.0,275.0
Cranberry,104-04540,2023-02-06 19:35:00,2023-02-06 19:50:00,2023-02-06 20:05:00,-15,15.0,15.0
Cranberry,104-04540,2023-02-06 20:35:00,2023-02-06 20:45:00,2023-02-06 20:40:00,5,,
Cranberry,104-04540,2023-02-07 06:15:00,2023-02-07 06:45:00,2023-02-07 06:55:00,-10,125.0,125.0
Cranberry,104-04540,2023-02-08 06:30:00,2023-02-08 06:50:00,2023-02-08 06:55:00,-5,-5.0,
Cranberry,104-04540,2023-02-08 12:20:00,2023-02-08 13:30:00,2023-02-08 12:55:00,35,35.0,35.0
Cranberry,104-04540,2023-02-13 09:30:00,2023-02-13 10:05:00,2023-02-13 10:10:00,-5,-5.0,
Cranberry,104-04540,2023-02-13 15:10:00,2023-02-13 15:30:00,2023-02-13 15:35:00,-5,85.0,85.0
Cranberry,104-04540,2023-02-14 16:30:00,2023-02-14 16:45:00,2023-02-14 16:40:00,5,,
Cranberry,104-04540,2023-02-15 13:15:00,2023-02-15 13:35:00,2023-02-15 13:40:00,-5,-5.0,
Cranberry,104-04540,2023-02-15 17:55:00,2023-02-15 18:15:00,2023-02-15 19:00:00,-45,-30.0,-30.0
Cranberry,104-04540,2023-02-20 09:20:00,2023-02-20 15:35:00,2023-02-20 09:55:00,340,340.0,340.0
Cranberry,104-04540,2023-02-21 08:10:00,2023-02-21 08:30:00,2023-02-21 08:40:00,-10,515.0,
Cranberry,104-04540,2023-02-23 06:50:00,2023-02-23 07:20:00,2023-02-23 07:25:00,-5,120.0,120.0
Cranberry,104-04540,2023-03-16 07:15:00,2023-03-16 07:40:00,2023-03-16 08:00:00,-20,-25.0,
Cranberry,104-04540,2023-03-16 12:45:00,2023-03-16 13:15:00,2023-03-16 12:50:00,25,35.0,
Cranberry,104-04540,2023-03-20 17:35:00,2023-03-20 17:50:00,2023-03-20 17:45:00,5,,
Cranberry,104-04540,2023-03-21 08:15:00,2023-03-21 08:40:00,2023-03-21 08:45:00,-5,-5.0,
Cranberry,104-04540,2023-03-21 13:55:00,2023-03-21 14:15:00,2023-03-21 14:20:00,-5,-5.0,
Cranberry,104-04540,2023-03-21 19:20:00,2023-03-21 19:35:00,2023-03-21 19:45:00,-10,,
Cranberry,104-04540,2023-04-12 10:00:00,2023-04-12 10:10:00,2023-04-12 10:10:00,0,,
Cranberry,104-04540,2023-04-20 12:00:00,2023-04-20 12:15:00,2023-04-20 12:10:00,5,,
Cranberry,104-04540,2023-04-20 20:05:00,2023-04-20 20:15:00,2023-04-20 20:10:00,5,,
Cranberry,104-04540,2023-04-24 09:50:00,2023-04-24 10:00:00,2023-04-24 09:55:00,5,,
Cranberry,104-04540,2023-04-25 12:10:00,2023-04-25 12:35:00,2023-04-25 12:40:00,-5,,
Cranberry,104-04540,2023-04-25 16:55:00,2023-04-25 17:35:00,2023-04-25 17:30:00,5,-5.0,
Cranberry,104-04540,2023-04-26 12:15:00,2023-04-26 12:40:00,2023-04-26 12:50:00,-10,485.0,485.0
Cranberry,104-04540,2023-04-26 17:55:00,2023-04-26 20:55:00,2023-04-26 18:35:00,140,140.0,140.0
Cranberry,104-04540,2023-04-27 07:40:00,2023-04-27 08:05:00,2023-04-27 08:10:00,-5,265.0,265.0
